年月,房屋類型,地址,屋齡(年),格局,出售樓層/ 總樓層,建物坪數,土地坪數,車位坪數,每坪單價,成交總價
10409(實價),純土地,北園段811~840地號,--,0房/0廳/0衛,0 /共0層,--,8.47,--,3萬,25萬
10409(實價),套房,嘉義市嘉義市垂楊路841~870號,23.8,1房/1廳/1衛,6 /共12層,12.18,1.35,--,7.5萬,91萬
10409(實價),套房,嘉義市嘉義市垂楊路841~870號,23.8,1房/1廳/1衛,6 /共12層,10.49,1.12,--,7.5萬,78萬
10409(實價),套房,嘉義市嘉義市垂楊路841~870號,23.8,1房/1廳/1衛,7 /共12層,12.32,1.37,--,7.5萬,92萬
10409(實價),套房,嘉義市嘉義市垂楊路841~870號,23.8,1房/1廳/1衛,7 /共12層,12.18,1.35,--,7.5萬,91萬
10409(實價),公寓,嘉義市嘉義市中庄里15鄰忠孝路511~540號,35,3房/1廳/1衛,1 /共4層,27.23,13.76,--,5萬,135萬
10409(實價),住宅大樓,嘉義市嘉義市永福一街1~30號,20.8,4房/2廳/2衛,9 /共13層,41.61,5.03,--,9.9萬,410萬
10409(實價),純土地,東門段六小段61~90地號,--,0房/0廳/0衛,0 /共0層,--,10.89,--,21.7萬,235萬
10409(實價),華廈,嘉義市嘉義市福州五街1~30號,23,3房/2廳/2衛,1 /共7層,32.23,5.11,--,9.9萬,320萬
10409(實價),華廈,嘉義市嘉義市民族路31~60號,22.6,3房/2廳/2衛,7 /共10層,29.7,3.93,--,10.4萬,310萬
10409(實價),華廈,嘉義市嘉義市中興路481~510號,22.6,3房/2廳/2衛,3 /共7層,37.43,7.32,--,9.5萬,355萬
10409(實價),純土地,民族段二小段31~60地號,--,0房/0廳/0衛,0 /共0層,--,5.11,--,39.1萬,200萬
10409(實價),透天厝,嘉義市嘉義市芳安路375巷31~60號,37.3,3房/2廳/2衛,1 /共2層,15.43,15.88,--,13萬,200萬
10409(實價),透天厝,嘉義市嘉義市義教街117巷121~150號,4.7,5房/2廳/2衛,1 /共3層,53.09,21.18,--,15.1萬,800萬
10409(實價),住宅大樓(含車位),嘉義市嘉義市彌陀路地下層151~180號,19.5,0房/0廳/1衛,#NAME?,1064.3,89.49,--,3.2萬,3400萬
10409(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,22.3,3房/2廳/2衛,16 /共16層,34.95,4.32,--,7.2萬,250萬
10409(實價),透天厝,嘉義市嘉義市林森東路163巷1~30號,41.5,3房/2廳/2衛,1 /共2層,43.7,31.76,--,9.2萬,400萬
10409(實價),公寓,嘉義市嘉義市宣信街256巷1~30號,30.3,3房/2廳/2衛,2 /共5層,37.75,11.49,--,7.2萬,270萬
10409(實價),透天厝,嘉義市嘉義市北鎮街61~90號,17.5,7房/4廳/5衛,1 /共5層,91.24,28.74,--,11萬,1000萬
10409(實價),透天厝,嘉義市嘉義市新西里16鄰平等街150巷1~30號,44.7,2房/1廳/1衛,1 /共1層,13.23,43.56,--,30.1萬,398萬
10409(實價),透天厝,嘉義市嘉義市忠孝路601~630號,21.3,7房/2廳/5衛,1 /共4層,67.87,30.86,--,17.7萬,1200萬
10409(實價),純土地,下路頭段271~300地號,--,0房/0廳/0衛,0 /共0層,--,31.76,--,1.2萬,39萬
10409(實價),純土地,竹圍子段211~240地號,--,0房/0廳/0衛,0 /共0層,--,23.29,--,4.5萬,105萬
10409(實價),華廈,嘉義市嘉義市永福三街1~30號,22.6,2房/2廳/2衛,7 /共7層,32.84,5.06,--,9.5萬,312萬
10409(實價),透天厝,嘉義市嘉義市興安街145巷1~30號,34,4房/2廳/4衛,1 /共2層,28.25,21.78,--,14.1萬,398萬
10409(實價),透天厝,嘉義市嘉義市新民路519巷1~30號,38.2,3房/2廳/2衛,1 /共2層,22.06,16.64,--,13.6萬,300萬
10409(實價),套房,嘉義市嘉義市小雅路181~210號,22.3,1房/1廳/1衛,11 /共16層,11.95,1.44,--,6.3萬,75萬
10409(實價),華廈,嘉義市嘉義市廣州街31~60號,24.3,2房/1廳/1衛,7 /共7層,21.73,4.22,--,12萬,260萬
10409(實價),華廈,嘉義市嘉義市圓福街1~30號,23.1,2房/1廳/1衛,1 /共10層,25.19,3.29,--,7.1萬,180萬
10409(實價),住宅大樓,嘉義市嘉義市永安街361~390號,10.9,3房/2廳/2衛,3 /共12層,56.66,9.98,--,9萬,508萬
10409(實價),華廈,嘉義市嘉義市新民路186巷1~30號,21.8,3房/2廳/2衛,4 /共6層,32.62,6.63,--,7.5萬,243萬
10409(實價),住宅大樓(含車位),嘉義市嘉義市興業西路121~150號,10.8,3房/2廳/2衛,2 /共14層,57.07,9.46,--,6.7萬,380萬
10409(實價),華廈,嘉義市嘉義市彌陀路238巷61~90號,22.3,2房/1廳/2衛,1 /共7層,69.17,12.93,--,9.5萬,658萬
10409(實價),住宅大樓,嘉義市嘉義市彌陀路151~180號,19.5,2房/2廳/1衛,11 /共20層,27.68,2.14,--,7.6萬,210萬
10409(實價),住宅大樓,嘉義市嘉義市新榮路211~240號,17.8,3房/2廳/3衛,1 /共12層,66.59,0,--,3.2萬,210萬
10409(實價),純土地,末廣段三小段1~30地號,--,0房/0廳/0衛,0 /共0層,--,11.5,--,45.2萬,520萬
10409(實價),住宅大樓,嘉義市嘉義市保生里自由路481~510號,21.3,2房/2廳/1衛,10 /共16層,21.3,2.32,--,13.1萬,280萬
10409(實價),透天厝,嘉義市嘉義市光彩街61~90號,49.2,3房/2廳/2衛,1 /共2層,35.11,26.92,--,29.2萬,1025萬
10409(實價),華廈,嘉義市嘉義市泰瑞二街61~90號,23.1,4房/2廳/2衛,4 /共7層,40.83,7.29,--,9.7萬,398萬
10409(實價),純土地,湖內段1411~1440地號,--,0房/0廳/0衛,0 /共0層,--,564.47,--,5.4萬,3048萬
10409(實價),純土地,盧東段181~210地號,--,0房/0廳/0衛,0 /共0層,--,82.05,--,14.6萬,1200萬
10409(實價),透天厝,嘉義市嘉義市臺林街295巷1~30號,34.7,3房/1廳/2衛,1 /共2層,31.64,36.6,--,19.4萬,614萬
10409(實價),透天厝,嘉義市嘉義市市東區彌陀路241巷1~30號,32.9,3房/3廳/1衛,1 /共2層,15.53,15.73,--,5.9萬,92萬
10409(實價),透天厝,嘉義市嘉義市大信街1~30號,0.6,0房/0廳/0衛,1 /共4層,95.91,46.65,--,17.5萬,1680萬
10409(實價),透天厝,嘉義市嘉義市大信街1~30號,0.6,0房/0廳/0衛,1 /共4層,90.7,45.38,--,18.2萬,1650萬
10409(實價),純土地,溪厝段301~330地號,--,0房/0廳/0衛,0 /共0層,--,1453.7,--,1.6萬,2324萬
10409(實價),住宅大樓,嘉義市嘉義市安東二街31~60號,16.2,3房/2廳/2衛,1 /共14層,40.65,4.21,--,8.6萬,350萬
10409(實價),公寓,嘉義市嘉義市中庄里6鄰仁義新村1~30號,33.3,3房/1廳/1衛,5 /共5層,25.71,12.84,--,3.5萬,90萬
10409(實價),住宅大樓(含車位),嘉義市嘉義市興村街61~90號,24.3,3房/2廳/2衛,8 /共15層,36,4.69,--,6.9萬,250萬
10409(實價),透天厝,嘉義市嘉義市宣信街61~90號,26.1,5房/3廳/4衛,1 /共4層,64.99,45.68,--,9.5萬,615萬
10409(實價),純土地,堀川段1~30地號,--,0房/0廳/0衛,0 /共0層,--,68.67,--,18萬,1236萬
10409(實價),華廈(含車位),嘉義市嘉義市遠東街151~180號,22.3,3房/2廳/2衛,6 /共9層,43.22,4.62,--,10.1萬,435萬
10409(實價),純土地,長竹段61~90地號,--,0房/0廳/0衛,0 /共0層,--,276.79,--,32萬,8857萬
10409(實價),華廈,嘉義市嘉義市蘭州二街91~120號,21.5,2房/1廳/2衛,4 /共6層,21.14,4.14,--,8.4萬,178萬
10409(實價),套房,嘉義市嘉義市吳鳳南路547巷1~30號,24.8,1房/1廳/1衛,1 /共7層,12.53,2.37,--,8萬,100萬
10409(實價),住宅大樓,嘉義市嘉義市臺林街117巷1~30號,19.4,3房/2廳/2衛,7 /共11層,34.57,6.94,--,10.8萬,375萬
10409(實價),純土地,盧厝段271~300地號,--,0房/0廳/0衛,0 /共0層,--,352.3,--,2.5萬,880萬
10409(實價),透天厝,嘉義市嘉義市重慶二街151~180號,27.6,4房/2廳/3衛,1 /共2層,51.86,71.09,--,17.4萬,900萬
10409(實價),純土地,竹圍子段151~180地號,--,0房/0廳/0衛,0 /共0層,--,29.95,--,6.7萬,200萬
10409(實價),套房,嘉義市嘉義市彌陀路31~60號,7.5,1房/1廳/1衛,2 /共4層,4.24,1.59,--,17.7萬,75萬
10409(實價),透天厝,嘉義市嘉義市仁愛三街31~60號,0.3,4房/3廳/5衛,1 /共4層,103.64,51.12,--,19.4萬,2006萬
10409(實價),透天厝,嘉義市嘉義市仁愛三街31~60號,0.3,4房/3廳/5衛,1 /共4層,104.12,52.33,--,20.5萬,2138萬
10409(實價),華廈(含車位),嘉義市嘉義市文雅街241~270號,21.9,4房/2廳/2衛,6 /共7層,59.29,9.88,--,8.1萬,480萬
10409(實價),公寓,嘉義市嘉義市軍輝路91巷1~30號,22.2,3房/2廳/2衛,3 /共5層,39.67,18.04,--,6.3萬,250萬
10409(實價),純土地,北園段1681~1710地號,--,0房/0廳/0衛,0 /共0層,--,34.89,--,8.5萬,296萬
10409(實價),透天厝,嘉義市嘉義市成仁街211~240號,57.3,0房/0廳/0衛,1 /共2層,22.03,16.94,--,27.3萬,601萬
10409(實價),透天厝,嘉義市嘉義市民權路335巷1~30號,--,2房/1廳/1衛,1 /共1層,16.75,29.77,--,24.9萬,416萬
10409(實價),透天厝,嘉義市嘉義市民權路335巷1~30號,--,1房/1廳/1衛,1 /共1層,5.58,9.92,--,26.9萬,150萬
10409(實價),純土地,大溪段61~90地號,--,0房/0廳/0衛,0 /共0層,--,292.74,--,2.6萬,761萬
10409(實價),透天厝,嘉義市嘉義市劉厝路271~300號,0.1,0房/0廳/0衛,1 /共4層,72.79,39.08,--,17.6萬,1280萬
10409(實價),華廈,嘉義市嘉義市蘭州二街91~120號,21.5,3房/2廳/2衛,6 /共6層,44.92,8.75,--,8萬,360萬
10409(實價),透天厝,嘉義市嘉義市安東一街38巷1~30號,1.5,4房/3廳/4衛,1 /共4層,63.12,27.83,--,14.3萬,900萬
10409(實價),透天厝,嘉義市嘉義市新龍街2巷1~30號,6.5,4房/2廳/2衛,1 /共4層,38.38,17.17,--,4.6萬,176萬
10409(實價),套房,嘉義市嘉義市民權路361~390號,18.5,1房/1廳/1衛,9 /共12層,13.97,1.29,--,2.8萬,38萬
10409(實價),純土地,北門段六小段31~60地號,--,0房/0廳/0衛,0 /共0層,--,24.5,--,43.7萬,1070萬
10409(實價),套房,嘉義市嘉義市民權路361~390號,18.5,1房/1廳/1衛,10 /共12層,14.51,1.26,--,2.7萬,39萬
10409(實價),住宅大樓,嘉義市嘉義市彌陀路121~150號,19.5,2房/1廳/1衛,14 /共20層,28.54,2.14,--,8.7萬,248萬
10409(實價),純土地,車店段451~480地號,--,0房/0廳/0衛,0 /共0層,--,6.35,--,23.1萬,146萬
10409(實價),住宅大樓,嘉義市嘉義市民權路361~390號,18.5,0房/0廳/0衛,#NAME?,476.31,59.41,--,4.8萬,2275萬
10409(實價),華廈,嘉義市嘉義市民權路421~450號,32.1,3房/2廳/2衛,7 /共9層,39.04,4.67,--,9.9萬,388萬
10409(實價),住宅大樓(含車位),嘉義市嘉義市大雅路二段421~450號,19.8,4房/2廳/2衛,4 /共16層,64.38,5.27,--,8.9萬,570萬
10409(實價),純土地,溪厝段511~540地號,--,0房/0廳/0衛,0 /共0層,--,311.05,--,1.3萬,404萬
10409(實價),住宅大樓,嘉義市嘉義市德福街1~30號,20.8,2房/1廳/1衛,9 /共11層,29.15,4.64,--,10.1萬,293萬
10409(實價),住宅大樓(含車位),嘉義市嘉義市雅竹路1~30號,7.6,3房/2廳/2衛,2 /共11層,43.6,7.98,--,15.5萬,677萬
10409(實價),華廈,嘉義市嘉義市文雅街116巷1~30號,19.3,1房/1廳/1衛,3 /共9層,13,1.97,--,8.5萬,110萬
10409(實價),華廈,嘉義市嘉義市和平路31~60號,22.8,3房/2廳/2衛,4 /共7層,28.7,5.42,--,10.5萬,300萬
10409(實價),透天厝,嘉義市嘉義市蘭井街298巷1~30號,28.5,3房/2廳/2衛,1 /共2層,52.84,30.55,--,9.1萬,480萬
10409(實價),透天厝,嘉義市嘉義市朝陽街31~60號,41.1,4房/2廳/2衛,1 /共2層,28.44,22.29,--,10.5萬,300萬
10409(實價),住宅大樓(含車位),嘉義市嘉義市貴州街31~60號,23.2,4房/2廳/2衛,12 /共14層,59.35,9.75,--,8.9萬,530萬
10409(實價),華廈,嘉義市嘉義市中興路271巷1弄1~30號,22.2,3房/2廳/2衛,5 /共7層,35.05,6.28,--,6.6萬,230萬
10409(實價),透天厝,嘉義市嘉義市忠孝北街152巷61~90號,21.8,4房/3廳/4衛,1 /共5層,60.95,23.86,--,7.3萬,442萬
10409(實價),透天厝,嘉義市嘉義市彌陀路225巷1~30號,40.8,2房/1廳/1衛,1 /共2層,18.96,15.13,--,7.9萬,150萬
10409(實價),透天厝,嘉義市嘉義市民生南路818巷36弄1~30號,9.9,4房/2廳/3衛,1 /共4層,51.01,31.54,--,14.1萬,720萬
10409(實價),住宅大樓,嘉義市嘉義市世賢路一段511~540號,16.2,3房/2廳/2衛,5 /共14層,36.76,4.06,--,7.8萬,285萬
10409(實價),公寓(含車位),嘉義市嘉義市吳鳳南路166巷91~120號,22.8,3房/1廳/2衛,4 /共5層,39.94,8.42,--,7.5萬,298萬
10409(實價),華廈,嘉義市嘉義市民族路601~630號,22.9,1房/0廳/1衛,8 /共10層,11.08,1.16,--,6萬,66萬
10409(實價),純土地,榮段三小段1~30地號,--,0房/0廳/0衛,0 /共0層,--,26.32,--,57萬,1500萬
10409(實價),住宅大樓,嘉義市嘉義市友愛路481~510號,15.8,4房/2廳/2衛,12 /共12層,36.98,4.31,--,8.1萬,300萬
10409(實價),透天厝,嘉義市嘉義市民權路211~240號,0.3,9房/2廳/6衛,1 /共5層,182.95,61.11,--,21.6萬,3950萬
10409(實價),純土地,何庄段631~660地號,--,0房/0廳/0衛,0 /共0層,--,736.05,--,1.5萬,1089萬
10409(實價),住宅大樓,嘉義市嘉義市玉山路240巷1~30號,21.2,2房/2廳/1衛,6 /共12層,19.93,1.72,--,12萬,239萬
10409(實價),套房,嘉義市嘉義市小雅路331~360號,22.3,1房/0廳/1衛,7 /共12層,9.96,1.27,--,5.6萬,56萬
10409(實價),住宅大樓(含車位),嘉義市嘉義市志昇街1~30號,10.8,3房/2廳/2衛,13 /共14層,55.55,11.43,--,9.4萬,520萬
10409(實價),透天厝,嘉義市嘉義市吳鳳南路521巷8弄1~30號,34.5,4房/2廳/2衛,1 /共2層,2.85,2.23,--,5.3萬,15萬
10409(實價),住宅大樓(含車位),嘉義市嘉義市興業西路121~150號,10.8,3房/2廳/2衛,4 /共14層,56.58,8.95,--,9.4萬,530萬
10409(實價),套房,嘉義市嘉義市小雅路181~210號,22.3,1房/1廳/1衛,8 /共16層,11.95,1.44,--,6.9萬,83萬
10409(實價),住宅大樓,嘉義市嘉義市保健街31~60號,22.3,2房/2廳/2衛,12 /共12層,25.87,4.55,--,9.7萬,250萬
10409(實價),套房,嘉義市嘉義市興雅路91~120號,22.1,1房/1廳/1衛,6 /共9層,11.25,1.18,--,8萬,90萬
10409(實價),華廈,嘉義市嘉義市自強街195巷31~60號,19.9,2房/1廳/1衛,4 /共8層,18.66,2.04,--,7.7萬,144萬
10409(實價),純土地,北社尾段保安小段601~630地號,--,0房/0廳/0衛,0 /共0層,--,64.43,--,21萬,1352萬
10409(實價),純土地,北社尾段保安小段601~630地號,--,0房/0廳/0衛,0 /共0層,--,21.18,--,21萬,444萬
10409(實價),透天厝,嘉義市嘉義市中興路631~660號,40.4,6房/2廳/6衛,1 /共2層,29.93,18.45,--,24.3萬,727萬
10409(實價),純土地,西門段七小段61~90地號,--,0房/0廳/0衛,0 /共0層,--,40.23,--,8.2萬,330萬
10409(實價),公寓,嘉義市嘉義市吳鳳南路166巷61~90號,22.8,3房/2廳/2衛,1 /共5層,31.2,7.39,--,8.3萬,260萬
10409(實價),住宅大樓,嘉義市嘉義市德安路1~30號,21.2,3房/2廳/2衛,6 /共14層,29.57,2.4,--,9.5萬,280萬
10409(實價),套房(含車位),嘉義市嘉義市延平街241~270號,21.7,1房/1廳/1衛,6 /共8層,15.98,2.36,--,8.6萬,138萬
10409(實價),透天厝,嘉義市嘉義市吳鳳南路37巷1~30號,0.6,4房/2廳/5衛,1 /共4層,85.72,30.55,--,18.4萬,1580萬
10409(實價),住宅大樓(含車位),嘉義市嘉義市德福街1~30號,20.8,4房/2廳/2衛,8 /共11層,51.73,7.42,--,9.5萬,490萬
10409(實價),透天厝,嘉義市嘉義市軍輝路281巷1~30號,0.3,4房/2廳/4衛,1 /共4層,60.9,27.39,--,13.1萬,800萬
10409(實價),透天厝,嘉義市嘉義市玉山路167巷1~30號,13.9,5房/2廳/3衛,1 /共4層,73.33,35.43,--,13.1萬,960萬
10409(實價),透天厝,嘉義市嘉義市臺斗街241~270號,33.8,4房/2廳/3衛,1 /共2層,34.98,29.65,--,11.4萬,400萬
10409(實價),公寓,嘉義市嘉義市仁義新村1~30號,33.3,3房/2廳/2衛,5 /共5層,25.03,12.84,--,8.8萬,220萬
10409(實價),透天厝,嘉義市嘉義市民國路257巷1~30號,43.5,2房/1廳/1衛,1 /共2層,18.44,13.92,--,9.1萬,168萬
10409(實價),辦公商業大樓,嘉義市嘉義市蘭井街451~480號,22.7,2房/1廳/1衛,8 /共15層,21.45,1.87,--,8.6萬,185萬
10409(實價),透天厝,嘉義市嘉義市龍江街61~90號,17.9,4房/2廳/3衛,1 /共4層,55.5,21.48,--,9.9萬,550萬
10409(實價),住宅大樓,嘉義市嘉義市小雅路331~360號,22.3,1房/0廳/1衛,7 /共12層,8.26,1.06,--,7.1萬,59萬
10409(實價),華廈,嘉義市嘉義市金龍街211~240號,23.3,0房/1廳/1衛,1 /共7層,8.88,1.84,--,18.6萬,165萬
10409(實價),純土地,竹圍子段1~30地號,--,0房/0廳/0衛,0 /共0層,--,18.45,--,1.6萬,30萬
10409(實價),透天厝,嘉義市嘉義市五顯街93巷1~30號,51.7,2房/1廳/1衛,1 /共2層,18.99,14.52,--,6.8萬,130萬
10409(實價),套房,嘉義市嘉義市小雅路181~210號,22.3,1房/1廳/1衛,6 /共16層,20.59,2.02,--,5.6萬,116萬
10409(實價),住宅大樓,嘉義市嘉義市臺斗街31~60號,16.2,3房/2廳/2衛,7 /共12層,36.34,6.27,--,11萬,400萬
10409(實價),透天厝(含車位),嘉義市嘉義市北園街147巷16弄1~30號,20.1,4房/3廳/4衛,1 /共3層,52.08,35.39,3.78,9.2萬,477萬
10409(實價),住宅大樓(含車位),嘉義市嘉義市興達路541~570號,21.7,3房/1廳/2衛,11 /共12層,40.77,4.01,--,9.3萬,380萬
10409(實價),住宅大樓(含車位),嘉義市嘉義市德明路61~90號,20.1,3房/2廳/2衛,12 /共19層,34.75,3.02,--,10.1萬,350萬
10409(實價),透天厝,嘉義市嘉義市東義路31~60號,38.6,3房/2廳/2衛,1 /共2層,30.66,19.66,--,19.6萬,600萬
10409(實價),純土地,埤子頭段391~420地號,--,0房/0廳/0衛,0 /共0層,--,6.66,--,1.8萬,12萬
10409(實價),純土地,下路頭段751~780地號,--,0房/0廳/0衛,0 /共0層,--,101.23,--,13.3萬,1350萬
10409(實價),華廈,嘉義市嘉義市文雅街211~240號,21.8,3房/2廳/2衛,7 /共7層,38.62,8.33,--,10.9萬,420萬
10409(實價),純土地,八掌段121~150地號,--,0房/0廳/0衛,0 /共0層,--,839.38,--,1.2萬,999萬
10409(實價),華廈,嘉義市嘉義市文雅街121~150號,19.3,1房/1廳/1衛,3 /共9層,12.28,1.97,--,9.4萬,115萬
10409(實價),住宅大樓,嘉義市嘉義市大雅路一段181~210號,19.3,2房/1廳/1衛,6 /共10層,17.05,2.51,--,12.3萬,210萬
10409(實價),純土地,竹圍子段1~30地號,--,0房/0廳/0衛,0 /共0層,--,34.79,--,18萬,626萬
10409(實價),純土地,長竹段61~90地號,--,0房/0廳/0衛,0 /共0層,--,6.05,--,9.9萬,60萬
10409(實價),純土地,湖內段1441~1470地號,--,0房/0廳/0衛,0 /共0層,--,3.93,--,7.1萬,27萬
10409(實價),純土地,湖子內段湖內小段181~210地號,--,0房/0廳/0衛,0 /共0層,--,1645.6,--,3萬,4936萬
10409(實價),住宅大樓,嘉義市嘉義市小雅路361~390號,22.3,2房/2廳/1衛,3 /共12層,26.27,3.35,--,5.4萬,141萬
10409(實價),透天厝,嘉義市嘉義市民生南路403巷68弄1~30號,36.3,4房/1廳/3衛,1 /共2層,41.78,38.42,--,9.6萬,400萬
10409(實價),透天厝,嘉義市嘉義市民生南路403巷1~30號,45.8,1房/1廳/1衛,1 /共1層,15.57,24.2,--,9.1萬,142萬
10409(實價),透天厝,嘉義市嘉義市遼寧二街31~60號,30.1,4房/2廳/2衛,1 /共2層,29.14,23.29,--,18.1萬,526萬
10409(實價),住宅大樓(含車位),嘉義市嘉義市吳鳳南路365巷76弄1~30號,21.8,5房/2廳/2衛,12 /共13層,75.73,12.72,--,8.3萬,628萬
10409(實價),透天厝,嘉義市嘉義市保仁三街228巷31~60號,23.4,4房/2廳/3衛,1 /共3層,45.9,22.69,--,10.9萬,500萬
10409(實價),住宅大樓,嘉義市嘉義市吳鳳南路365巷76弄1~30號,21.8,3房/2廳/2衛,5 /共13層,42.25,6.83,--,9.4萬,396萬
10409(實價),純土地,彌陀段451~480地號,--,0房/0廳/0衛,0 /共0層,--,6.14,--,9.8萬,60萬
10409(實價),華廈(含車位),嘉義市嘉義市自強街195巷31~60號,19.9,2房/2廳/1衛,4 /共7層,24.39,4.43,--,11.8萬,288萬
10409(實價),住宅大樓,嘉義市嘉義市彌陀路241~270號,23.3,2房/1廳/1衛,11 /共12層,21.38,3.5,--,9.4萬,201萬
10408(實價),透天厝,嘉義市嘉義市世賢路二段361~390號,0,4房/2廳/4衛,1 /共3層,51.98,31.52,--,17.3萬,900萬
10408(實價),透天厝,嘉義市嘉義市世賢路二段361~390號,0,4房/2廳/4衛,1 /共3層,51.98,31.52,--,17.7萬,920萬
10408(實價),透天厝,嘉義市嘉義市世賢路二段361~390號,0,4房/2廳/4衛,1 /共3層,50.27,31.22,--,17.3萬,870萬
10408(實價),透天厝,嘉義市嘉義市世賢路二段361~390號,0,4房/2廳/4衛,1 /共3層,51.98,32.73,--,17.4萬,904萬
10408(實價),透天厝,嘉義市嘉義市世賢路二段361~390號,0,6房/3廳/6衛,1 /共4層,100.59,65.16,--,17.5萬,1764萬
10408(實價),透天厝,嘉義市嘉義市世賢路二段361~390號,0,4房/2廳/4衛,1 /共3層,51.98,31.52,--,17.3萬,900萬
10408(實價),透天厝,嘉義市嘉義市世賢路二段361~390號,0,4房/2廳/4衛,1 /共3層,50.31,30.61,--,17.3萬,872萬
10408(實價),透天厝,嘉義市嘉義市世賢路二段361~390號,0,4房/2廳/4衛,1 /共3層,52.62,31.22,--,17萬,895萬
10408(實價),透天厝,嘉義市嘉義市世賢路二段361~390號,0,4房/2廳/4衛,1 /共3層,53.87,32.73,--,17.8萬,956萬
10408(實價),透天厝,嘉義市嘉義市世賢路二段361~390號,0,4房/2廳/4衛,1 /共3層,53.87,32.73,--,17.6萬,945萬
10408(實價),透天厝,嘉義市嘉義市世賢路二段361~390號,0,4房/2廳/4衛,1 /共3層,51.98,31.52,--,17.5萬,910萬
10408(實價),透天厝,嘉義市嘉義市世賢路二段361~390號,0,4房/2廳/4衛,1 /共3層,51.98,31.52,--,17.3萬,900萬
10408(實價),透天厝,嘉義市嘉義市世賢路二段361~390號,0,4房/2廳/4衛,1 /共4層,65.4,40.29,--,17.9萬,1171萬
10408(實價),透天厝,嘉義市嘉義市世賢路二段361~390號,0,4房/2廳/4衛,1 /共3層,51.98,32.43,--,17.3萬,900萬
10408(實價),透天厝,嘉義市嘉義市世賢路二段361~390號,0,4房/2廳/4衛,1 /共3層,51.98,31.52,--,17.5萬,910萬
10408(實價),透天厝,嘉義市嘉義市世賢路二段361~390號,0,4房/2廳/4衛,1 /共3層,53.87,32.73,--,17.7萬,955萬
10408(實價),住宅大樓(含車位),嘉義市嘉義市德福街1~30號,20.8,3房/2廳/2衛,4 /共11層,50.86,6.4,--,9.3萬,475萬
10408(實價),華廈(含車位),嘉義市嘉義市民權路31~60號,26.4,3房/1廳/2衛,6 /共7層,54.75,8.9,--,8.8萬,480萬
10408(實價),透天厝,嘉義市嘉義市玉山路167巷31~60號,34.6,4房/2廳/3衛,1 /共2層,33.79,26.62,--,11.2萬,380萬
10408(實價),透天厝,嘉義市嘉義市友孝路121~150號,8.2,4房/2廳/5衛,1 /共4層,75.73,28.44,--,14.5萬,1100萬
